protocol,throughput_mbps,mean_rtt_ms,p90_rtt_ms,p99_rtt_ms,std_rtt_ms,loss_rate,retx_rate,flow_count,app_type,network_load,data_source,best_protocol
tahoe,3.3347,64.137,225.0267,294.6625,80.479,0.09182,0.084182,29,streaming,0.81,ns2,tahoe
tahoe,3.758,45.2008,202.9479,225.7314,90.5064,0.079841,0.052045,15,io,0.28,ns2,tahoe
tahoe,4.0582,51.144,206.2877,193.8087,69.1925,0.089227,0.053332,18,sort,0.19,ns2,tahoe
tahoe,4.4545,46.8051,197.0034,200.1205,72.7621,0.0927,0.055635,12,sort,0.31,ns2,tahoe
tahoe,4.5103,39.044,233.7684,266.9766,67.2631,0.059511,0.055467,50,io,0.22,ns2,tahoe
tahoe,4.075,61.941,239.7579,273.2484,82.7652,0.072367,0.047135,14,streaming,0.7,ns2,tahoe
tahoe,4.3212,45.8591,205.7726,263.9708,77.3489,0.077136,0.045665,10,io,0.5,ns2,tahoe
tahoe,4.1068,54.3011,232.179,237.061,86.637,0.091454,0.057388,16,io,0.36,ns2,tahoe
tahoe,3.6173,54.3113,260.354,309.9016,66.3021,0.099168,0.051477,15,sort,0.91,ns2,tahoe
tahoe,4.4194,51.0782,176.7499,266.0213,88.8385,0.093831,0.057072,40,sort,0.35,ns2,tahoe
tahoe,3.8655,39.5208,219.4129,220.4166,76.2308,0.061351,0.05784,34,io,0.21,ns2,tahoe
tahoe,5.0288,48.7248,185.9699,248.3962,87.5405,0.065573,0.039508,12,sort,0.12,ns2,tahoe
tahoe,3.6426,58.9331,233.7784,233.1809,78.9544,0.071504,0.085937,13,streaming,0.74,ns2,tahoe
tahoe,4.6481,44.7409,182.3232,221.8353,71.8506,0.081026,0.059342,9,io,0.52,ns2,tahoe
tahoe,4.1792,46.8134,220.5619,245.1592,64.5955,0.09242,0.055514,49,streaming,0.7,ns2,tahoe
tahoe,5.1917,47.2931,210.8363,262.5711,74.5457,0.062286,0.041184,5,sort,0.14,ns2,tahoe
tahoe,5.1171,51.9565,186.7708,208.1123,66.1862,0.067073,0.072834,26,io,0.14,ns2,tahoe
tahoe,4.0084,50.0109,274.9027,314.1608,86.8331,0.069623,0.055664,31,sort,0.84,ns2,tahoe
tahoe,3.8293,53.7105,233.246,303.1831,74.6699,0.076846,0.053941,11,io,0.56,ns2,tahoe
tahoe,3.5215,51.9769,176.4173,225.3781,69.7819,0.084307,0.053418,44,streaming,0.42,ns2,tahoe
tahoe,4.8435,47.8171,235.3518,252.1049,91.3036,0.087095,0.072595,41,streaming,0.43,ns2,tahoe
tahoe,4.6635,54.7624,217.169,253.4932,90.7978,0.081467,0.052504,45,streaming,0.25,ns2,tahoe
tahoe,3.5797,61.789,236.824,263.3401,80.6335,0.090142,0.063771,45,sort,0.79,ns2,tahoe
tahoe,3.9733,64.1347,214.2236,290.0752,88.6861,0.075511,0.077975,20,sort,0.77,ns2,tahoe
tahoe,3.4548,52.8555,205.1529,257.841,81.5695,0.069694,0.075094,33,streaming,0.66,ns2,tahoe
tahoe,3.3448,50.962,261.5303,232.2691,85.7528,0.080938,0.081037,6,io,0.77,ns2,tahoe
tahoe,4.1475,43.1665,209.7075,278.4249,82.2112,0.06317,0.066215,19,sort,0.31,ns2,tahoe
tahoe,4.0155,46.7213,239.8538,226.9571,77.368,0.104896,0.048236,14,io,0.65,ns2,tahoe
tahoe,3.1378,59.0229,277.8232,336.8709,70.2349,0.066711,0.081099,24,streaming,0.94,ns2,tahoe
tahoe,4.0883,41.2367,184.5037,219.8264,76.1564,0.078922,0.050395,35,streaming,0.25,ns2,tahoe
tahoe,4.4522,40.0249,193.4016,232.4965,84.1646,0.082195,0.067778,35,io,0.17,ns2,tahoe
tahoe,4.5769,37.9981,222.7103,211.7803,78.6406,0.072124,0.045044,29,io,0.12,ns2,tahoe
tahoe,3.8161,51.8961,219.0744,243.5422,83.604,0.064884,0.079355,5,io,0.52,ns2,tahoe
tahoe,5.1068,42.5373,186.9713,220.5266,74.6584,0.079795,0.051858,24,sort,0.11,ns2,tahoe
tahoe,3.3409,60.5535,272.0966,234.7617,89.6737,0.066315,0.077027,21,sort,0.68,ns2,tahoe
tahoe,3.6219,58.9768,249.9398,266.6736,65.2453,0.079866,0.065486,20,sort,0.79,ns2,tahoe
tahoe,5.0696,45.3516,222.8643,202.2666,82.2299,0.058872,0.06349,48,streaming,0.32,ns2,tahoe
tahoe,4.6976,53.9124,226.2941,195.1373,85.1715,0.078793,0.072518,30,streaming,0.23,ns2,tahoe
tahoe,3.9102,48.0313,228.5474,308.871,70.6976,0.074546,0.086654,47,streaming,0.74,ns2,tahoe
tahoe,3.4609,54.7144,278.8726,312.0988,66.116,0.095591,0.082433,27,sort,0.9,ns2,tahoe
tahoe,4.1282,64.0375,232.137,263.4955,91.2073,0.103174,0.048625,9,io,0.83,ns2,tahoe
tahoe,3.8545,58.0584,259.0674,247.4449,74.0997,0.096532,0.056336,16,io,0.8,ns2,tahoe
tahoe,4.0296,57.0107,197.381,219.9113,68.738,0.092539,0.054818,31,streaming,0.55,ns2,tahoe
tahoe,3.5782,52.936,186.1098,219.1393,67.1164,0.058274,0.045309,20,sort,0.5,ns2,tahoe
tahoe,4.5139,41.922,202.6216,302.4567,82.22,0.093427,0.046182,18,sort,0.53,ns2,tahoe
tahoe,3.8958,51.8896,261.1261,240.7932,77.2083,0.092977,0.068483,26,streaming,0.57,ns2,tahoe
tahoe,5.0181,55.0327,248.7563,267.1278,74.2054,0.056724,0.056458,26,io,0.43,ns2,tahoe
tahoe,3.7301,59.4119,260.5279,322.583,67.5126,0.092015,0.084729,22,streaming,0.83,ns2,tahoe
tahoe,3.4857,59.8674,263.8132,290.4774,75.1745,0.072978,0.092786,25,streaming,0.96,ns2,tahoe
tahoe,5.3497,52.0863,210.0615,241.9856,70.158,0.069024,0.063736,10,io,0.11,ns2,tahoe
tahoe,5.0296,55.4069,244.4828,271.7335,71.8427,0.062726,0.048268,38,io,0.41,ns2,tahoe
tahoe,3.7341,48.8106,271.1085,267.1119,82.4362,0.090711,0.086362,15,sort,0.89,ns2,tahoe
tahoe,3.6841,57.4936,223.4998,254.9154,90.0112,0.099235,0.054106,50,streaming,0.91,ns2,tahoe
tahoe,5.3629,49.1574,175.3164,208.9858,76.9394,0.086874,0.043425,13,io,0.13,ns2,tahoe
tahoe,3.9875,48.5675,264.6598,329.7107,89.6639,0.103315,0.075569,46,sort,0.93,ns2,tahoe
tahoe,4.6539,53.0726,225.1819,276.3168,90.6268,0.073868,0.051592,21,sort,0.41,ns2,tahoe
tahoe,3.9357,43.2757,206.1681,208.0608,89.9496,0.074939,0.0446,25,streaming,0.2,ns2,tahoe
tahoe,3.9711,53.5098,257.6311,260.3698,74.4766,0.08568,0.083524,48,sort,0.96,ns2,tahoe
tahoe,3.7046,59.2077,223.3953,280.5611,78.6712,0.087206,0.056221,23,streaming,0.94,ns2,tahoe
tahoe,4.0125,48.6789,223.4098,309.9073,87.3549,0.104332,0.050262,25,io,0.85,ns2,tahoe
tahoe,3.734,57.3415,227.102,246.339,86.7839,0.075834,0.068302,29,sort,0.38,ns2,tahoe
tahoe,4.0708,48.6838,220.8474,266.5597,69.9209,0.080605,0.070837,16,io,0.15,ns2,tahoe
tahoe,3.602,65.834,257.5868,322.0413,91.3201,0.090182,0.063287,48,sort,0.87,ns2,tahoe
tahoe,4.5097,48.9152,223.4714,239.5727,83.0875,0.065047,0.077303,30,io,0.53,ns2,tahoe
tahoe,5.0079,47.0895,220.7299,263.0172,83.4566,0.069741,0.045699,13,io,0.19,ns2,tahoe
tahoe,3.8508,44.006,197.0295,280.5817,84.1755,0.055664,0.071679,41,io,0.5,ns2,tahoe
tahoe,4.3869,53.7179,211.7351,205.6986,65.2069,0.065363,0.056354,8,streaming,0.19,ns2,tahoe
tahoe,4.8072,47.6168,234.0572,245.8935,74.9194,0.051895,0.048669,36,sort,0.21,ns2,tahoe
tahoe,5.042,51.1572,201.2735,264.5969,85.8518,0.083037,0.070768,46,sort,0.37,ns2,tahoe
tahoe,4.4742,47.1828,185.8754,214.9153,77.3003,0.085329,0.062348,6,sort,0.44,ns2,tahoe
tahoe,3.9781,56.0818,194.5774,276.544,74.3597,0.106571,0.073561,24,sort,0.63,ns2,tahoe
tahoe,3.7774,56.134,256.053,269.644,74.9567,0.091323,0.06105,39,streaming,0.61,ns2,tahoe
tahoe,3.794,55.5256,246.983,303.166,85.705,0.066789,0.079464,47,sort,0.81,ns2,tahoe
tahoe,4.1911,60.6463,202.3982,283.7366,72.4136,0.064106,0.074079,46,streaming,0.91,ns2,tahoe
tahoe,4.1074,50.9256,172.5021,206.0495,71.9744,0.093403,0.046883,47,sort,0.25,ns2,tahoe
tahoe,3.9587,51.5288,221.0745,209.7885,78.5542,0.05443,0.055228,25,io,0.1,ns2,tahoe
tahoe,4.2342,51.7138,239.0318,278.3549,64.883,0.058167,0.050591,18,io,0.57,ns2,tahoe
tahoe,3.7276,59.3182,229.5431,317.2679,75.4228,0.092476,0.061518,46,sort,0.96,ns2,tahoe
tahoe,3.6493,65.7363,261.9005,335.0658,67.6349,0.072858,0.076396,22,io,0.91,ns2,tahoe
tahoe,3.8106,62.506,257.9496,311.9411,77.9207,0.072447,0.086595,25,sort,1.0,ns2,tahoe
tahoe,3.4721,67.5428,228.6513,270.9653,78.4806,0.100491,0.068351,26,io,0.99,ns2,tahoe
tahoe,4.5327,58.5063,201.6945,300.5915,71.278,0.063101,0.08567,19,io,0.68,ns2,tahoe
tahoe,4.6719,42.8336,217.3854,287.1063,80.083,0.091744,0.046943,27,streaming,0.44,ns2,tahoe
tahoe,3.9675,56.0261,267.876,242.6888,90.0754,0.078757,0.061209,48,io,0.73,ns2,tahoe
tahoe,3.7173,65.4901,241.4301,303.6325,70.8705,0.10011,0.081236,47,sort,0.97,ns2,tahoe
tahoe,4.6717,42.2099,230.361,246.928,73.9739,0.084033,0.063792,31,io,0.21,ns2,tahoe
tahoe,3.799,51.2477,232.4165,254.9068,90.246,0.085628,0.076536,19,streaming,0.74,ns2,tahoe
tahoe,5.031,46.858,196.5219,210.9879,65.8535,0.086286,0.076851,15,streaming,0.37,ns2,tahoe
tahoe,4.3715,53.2934,226.5894,302.7829,90.5128,0.078014,0.065735,13,streaming,0.62,ns2,tahoe
tahoe,4.4019,54.1518,223.835,224.7587,64.0215,0.064813,0.076354,5,sort,0.53,ns2,tahoe
tahoe,3.9323,51.0736,276.8915,292.1156,89.3476,0.109915,0.085731,48,sort,0.74,ns2,tahoe
tahoe,3.911,46.4364,264.6349,294.693,88.8822,0.066365,0.0607,13,sort,0.65,ns2,tahoe
tahoe,3.9766,49.1302,213.0439,225.682,89.1685,0.068262,0.065766,12,streaming,0.56,ns2,tahoe
tahoe,4.0235,43.3453,228.071,252.8497,69.7084,0.066736,0.076185,46,io,0.36,ns2,tahoe
tahoe,4.7315,58.6239,251.2212,220.4211,63.7978,0.078411,0.056483,11,streaming,0.56,ns2,tahoe
tahoe,4.1972,42.0775,165.2722,225.9968,66.0007,0.07003,0.044006,12,sort,0.1,ns2,tahoe
tahoe,3.2396,60.0191,222.5626,279.0789,71.9942,0.085024,0.057522,22,streaming,0.92,ns2,tahoe
tahoe,4.8333,44.9141,173.6748,255.2204,63.7955,0.088325,0.064651,12,io,0.2,ns2,tahoe
tahoe,3.8828,45.6411,191.7449,199.3487,82.2447,0.09322,0.074975,22,streaming,0.27,ns2,tahoe
tahoe,4.6431,51.0403,215.6494,220.3213,84.9877,0.088538,0.057694,29,io,0.21,ns2,tahoe
tahoe,5.0249,39.9984,189.5889,194.6117,82.754,0.052849,0.069262,32,streaming,0.22,ns2,tahoe
tahoe,2.9952,57.3121,231.1893,250.3674,75.6166,0.096633,0.082144,16,sort,0.98,ns2,tahoe
tahoe,4.9788,56.2263,188.5718,271.7655,69.1762,0.083887,0.070818,49,streaming,0.32,ns2,tahoe
tahoe,3.4194,64.0384,244.1445,291.0822,70.0414,0.066291,0.049198,17,sort,0.76,ns2,tahoe
tahoe,3.0397,50.9421,280.7836,278.991,78.2991,0.100043,0.092038,19,io,0.94,ns2,tahoe
tahoe,3.6149,47.659,178.3707,214.7549,73.7903,0.096878,0.069001,20,io,0.4,ns2,tahoe
tahoe,3.8128,40.0194,224.2904,233.0612,71.604,0.066234,0.06494,32,streaming,0.39,ns2,tahoe
tahoe,4.253,43.6675,174.5234,197.7996,79.0477,0.089412,0.052815,28,io,0.27,ns2,tahoe
tahoe,3.892,52.0234,249.8631,249.3507,74.3622,0.105108,0.053106,43,sort,0.77,ns2,tahoe
tahoe,5.3297,52.437,223.0793,209.1506,76.0865,0.05469,0.072907,44,sort,0.21,ns2,tahoe
tahoe,4.2398,53.7082,215.937,219.354,67.2044,0.073004,0.069215,40,sort,0.41,ns2,tahoe
tahoe,3.5724,62.2398,287.9594,248.7862,75.3387,0.113624,0.072379,6,io,0.98,ns2,tahoe
tahoe,4.8204,40.4386,169.6423,243.9111,85.8257,0.081471,0.06682,30,io,0.25,ns2,tahoe
tahoe,4.6493,59.9085,195.7689,285.0111,74.365,0.09351,0.060257,22,sort,0.55,ns2,tahoe
tahoe,3.9,42.4759,220.0164,274.2662,85.7211,0.071955,0.066517,38,streaming,0.29,ns2,tahoe
tahoe,4.0661,43.894,179.5619,220.1254,78.5392,0.065526,0.06492,22,streaming,0.33,ns2,tahoe
tahoe,4.184,47.7693,290.3488,342.0206,69.4991,0.068566,0.07762,45,io,0.93,ns2,tahoe
tahoe,3.7438,61.0268,260.0751,245.5722,67.3659,0.101865,0.057678,8,io,0.64,ns2,tahoe
tahoe,4.4366,47.5357,268.2937,238.5031,90.7765,0.084544,0.085154,42,streaming,0.66,ns2,tahoe
tahoe,4.8857,53.2832,182.1134,245.0228,80.5164,0.059142,0.055448,25,sort,0.2,ns2,tahoe
tahoe,4.5783,54.2304,200.8985,240.428,84.0216,0.072136,0.047412,35,sort,0.34,ns2,tahoe
tahoe,4.5389,50.7962,175.1156,238.6656,89.9873,0.05765,0.0496,24,streaming,0.18,ns2,tahoe
tahoe,5.0162,49.8216,180.0406,207.6624,75.5452,0.071015,0.063471,30,streaming,0.25,ns2,tahoe
tahoe,3.9915,49.8914,163.9314,199.9386,74.3606,0.05482,0.040541,46,sort,0.19,ns2,tahoe
tahoe,3.3452,48.5558,216.2905,304.9188,64.0103,0.114309,0.091073,11,streaming,0.94,ns2,tahoe
tahoe,4.5694,44.0775,195.9521,289.2324,88.5635,0.09637,0.057334,35,io,0.59,ns2,tahoe
tahoe,4.587,42.6274,205.3505,196.5326,64.8771,0.074696,0.04432,31,streaming,0.24,ns2,tahoe
tahoe,3.7546,45.1543,175.9367,249.9287,69.9436,0.088999,0.053997,50,streaming,0.23,ns2,tahoe
tahoe,3.7675,65.4284,217.682,330.4622,71.5061,0.064845,0.06262,28,streaming,0.84,ns2,tahoe
tahoe,4.2135,59.11,218.8752,293.9669,80.3843,0.098671,0.056308,47,streaming,0.93,ns2,tahoe
tahoe,4.3528,50.8521,200.4222,315.6903,82.1197,0.105955,0.079832,50,sort,0.72,ns2,tahoe
tahoe,4.294,64.819,264.3645,246.3635,67.7617,0.083711,0.081503,35,streaming,0.82,ns2,tahoe
tahoe,3.8951,64.6278,221.7702,241.3171,91.4237,0.070162,0.064585,25,streaming,0.83,ns2,tahoe
tahoe,4.4011,49.4813,245.3586,245.0164,86.0422,0.087225,0.05414,31,io,0.54,ns2,tahoe
tahoe,4.1038,52.4259,251.2575,253.5199,79.8633,0.077232,0.067855,49,sort,0.59,ns2,tahoe
tahoe,4.0659,50.1667,197.8594,333.3775,64.1125,0.08975,0.088418,12,streaming,0.83,ns2,tahoe
tahoe,4.4195,50.8389,215.9426,200.5811,76.4949,0.084822,0.058239,31,io,0.15,ns2,tahoe
tahoe,3.6979,41.509,241.944,261.5342,74.1782,0.053429,0.07637,28,streaming,0.32,ns2,tahoe
tahoe,4.9251,38.2303,220.0962,261.2524,64.4765,0.064908,0.042223,9,streaming,0.15,ns2,tahoe
tahoe,4.1211,39.4604,210.6014,247.7311,83.1487,0.061289,0.052777,26,io,0.11,ns2,tahoe
tahoe,4.4567,46.5844,192.1155,292.8924,64.5305,0.090791,0.063246,5,sort,0.5,ns2,tahoe
tahoe,4.4875,56.5998,220.8725,284.6473,89.3111,0.078043,0.070198,32,io,0.46,ns2,tahoe
tahoe,4.305,57.5603,290.9329,252.2038,69.552,0.095697,0.059402,16,io,0.94,ns2,tahoe
tahoe,3.9215,47.1412,258.3863,281.5148,81.8674,0.081999,0.064571,8,sort,0.84,ns2,tahoe
tahoe,3.6956,50.7211,206.1039,268.3248,85.3901,0.07794,0.058369,15,sort,0.82,ns2,tahoe
tahoe,3.634,42.6973,258.4148,234.7722,69.2687,0.1019,0.054726,10,streaming,0.59,ns2,tahoe
tahoe,3.0435,67.8332,249.394,246.7009,66.2372,0.079898,0.093031,23,sort,0.98,ns2,tahoe
tahoe,3.2571,62.6269,269.8152,343.092,83.263,0.0681,0.067836,37,sort,0.96,ns2,tahoe
tahoe,3.8037,50.643,197.2368,264.6153,64.6783,0.057017,0.063516,10,streaming,0.19,ns2,tahoe
tahoe,4.3239,51.0516,220.4529,307.3019,67.5684,0.099958,0.091626,37,streaming,0.9,ns2,tahoe
tahoe,4.2505,51.7966,244.8151,257.2307,67.2984,0.070242,0.069018,32,sort,0.56,ns2,tahoe
tahoe,5.1289,43.1876,175.0943,238.866,65.7284,0.055702,0.060621,36,sort,0.14,ns2,tahoe
tahoe,4.0003,51.8686,202.2619,273.0362,85.4641,0.053838,0.043309,25,streaming,0.19,ns2,tahoe
tahoe,3.953,42.9788,192.8542,203.0059,68.6391,0.084893,0.049908,35,io,0.25,ns2,tahoe
tahoe,3.8368,50.252,216.8974,301.9301,64.7393,0.109707,0.067919,44,io,0.98,ns2,tahoe
tahoe,3.6097,57.2227,258.6748,271.2687,65.9656,0.084441,0.06913,48,streaming,0.93,ns2,tahoe
tahoe,3.9238,49.7167,209.6629,234.7649,67.9511,0.053713,0.052109,41,sort,0.14,ns2,tahoe
tahoe,3.7944,56.5672,229.8413,240.6232,76.7212,0.079598,0.074274,11,streaming,0.46,ns2,tahoe
tahoe,3.9567,53.16,190.8749,227.2208,74.8503,0.052688,0.051667,43,sort,0.18,ns2,tahoe
tahoe,4.472,43.9735,218.2827,264.8727,90.132,0.062866,0.052897,41,sort,0.54,ns2,tahoe
tahoe,5.1463,37.7904,216.5923,252.8312,90.9708,0.058083,0.046401,6,sort,0.13,ns2,tahoe
tahoe,3.5575,52.2958,220.4437,255.2925,71.2852,0.067255,0.087942,33,sort,0.96,ns2,tahoe
tahoe,3.3532,64.164,216.4957,240.8196,88.6352,0.084128,0.089867,24,sort,0.88,ns2,tahoe
tahoe,5.2178,46.3647,205.4267,262.5806,90.6084,0.070216,0.072842,41,io,0.25,ns2,tahoe
tahoe,4.3201,56.7465,192.5518,274.0296,79.7942,0.061147,0.068295,25,streaming,0.45,ns2,tahoe
tahoe,5.4522,44.5453,180.827,251.326,82.4609,0.059755,0.06317,33,io,0.11,ns2,tahoe
tahoe,3.8461,60.1336,255.9052,243.5433,84.4657,0.072771,0.080087,15,streaming,0.95,ns2,tahoe
tahoe,3.7776,61.1394,267.2937,275.7926,64.0347,0.097694,0.04668,24,streaming,0.64,ns2,tahoe
tahoe,4.3968,53.9601,219.0435,252.9818,73.4728,0.082126,0.064959,26,streaming,0.55,ns2,tahoe
tahoe,4.508,43.8192,203.3344,205.9093,75.8101,0.06254,0.062941,48,streaming,0.2,ns2,tahoe
tahoe,4.4804,58.2369,250.5667,219.7315,66.081,0.094582,0.047437,6,io,0.49,ns2,tahoe
tahoe,3.4162,57.4728,239.3624,273.4761,81.3317,0.082619,0.078067,47,io,0.65,ns2,tahoe
tahoe,3.8957,53.1567,213.9716,212.4931,87.5565,0.096022,0.05505,34,io,0.36,ns2,tahoe
tahoe,4.5101,54.3447,178.7863,243.7158,69.8892,0.06804,0.076801,21,sort,0.47,ns2,tahoe
tahoe,4.589,39.9586,242.5149,206.5102,64.3665,0.089319,0.07329,38,io,0.38,ns2,tahoe
tahoe,3.5303,49.0068,247.9263,276.672,79.1586,0.081282,0.074412,30,sort,0.84,ns2,tahoe
tahoe,3.6721,64.5753,232.7451,307.9661,74.895,0.077672,0.055455,19,sort,0.85,ns2,tahoe
tahoe,4.598,47.9307,219.2413,262.4471,81.1583,0.061269,0.059069,25,streaming,0.19,ns2,tahoe
tahoe,3.6969,38.8403,224.7172,210.5078,80.9008,0.075625,0.075666,41,streaming,0.28,ns2,tahoe
tahoe,4.5978,58.1726,225.7565,278.1906,68.8449,0.084572,0.051637,17,sort,0.44,ns2,tahoe
tahoe,4.3977,57.381,214.6894,240.9922,65.0789,0.060579,0.050821,6,streaming,0.58,ns2,tahoe
tahoe,4.4853,45.6033,265.9066,233.9187,67.5956,0.071084,0.053628,9,sort,0.67,ns2,tahoe
tahoe,4.726,45.695,190.0098,288.3643,75.1918,0.079203,0.068696,18,io,0.54,ns2,tahoe
tahoe,4.4542,56.374,229.6189,241.0545,71.9794,0.104479,0.073734,45,io,0.72,ns2,tahoe
tahoe,3.4356,49.7445,216.5083,317.0948,80.3949,0.057965,0.066823,21,streaming,0.65,ns2,tahoe
tahoe,3.8291,57.7041,249.1709,318.0935,69.6761,0.081859,0.088307,6,streaming,0.93,ns2,tahoe
tahoe,3.6604,52.1582,183.5385,228.7599,69.1992,0.057619,0.068659,46,streaming,0.39,ns2,tahoe
tahoe,4.8301,47.2259,243.8253,284.2497,70.6199,0.061886,0.073025,50,sort,0.36,ns2,tahoe
tahoe,3.7369,53.2726,216.0148,216.357,69.3834,0.085391,0.057875,33,io,0.35,ns2,tahoe
tahoe,3.8448,46.8824,187.1706,245.2279,69.2127,0.071507,0.077722,9,sort,0.48,ns2,tahoe
tahoe,4.8507,45.9722,212.1602,267.1838,88.1406,0.100223,0.064277,30,streaming,0.5,ns2,tahoe
vegas,5.498,44.6013,191.8972,200.4,71.3309,0.078268,0.05339,25,streaming,0.13,ns2,vegas
vegas,5.1441,50.6685,199.3061,232.0882,74.3747,0.073117,0.051537,23,io,0.21,ns2,vegas
vegas,3.7918,54.8181,273.3418,300.1453,88.2767,0.109609,0.083041,46,sort,0.64,ns2,vegas
vegas,4.1347,47.8564,215.5383,273.5712,79.4418,0.122703,0.072266,12,io,0.48,ns2,vegas
vegas,4.1119,49.4558,250.8212,229.6574,83.5911,0.116113,0.098945,34,sort,0.51,ns2,vegas
vegas,3.826,49.9109,235.4636,223.8347,65.6395,0.089728,0.087571,31,io,0.36,ns2,vegas
vegas,3.8223,52.2682,222.0489,293.1642,79.3035,0.074673,0.072111,34,io,0.75,ns2,vegas
vegas,5.0772,44.9963,235.1162,261.8211,66.0119,0.070341,0.054538,11,sort,0.54,ns2,vegas
vegas,4.1443,53.2292,237.7501,307.6237,88.4157,0.13016,0.089498,5,sort,0.99,ns2,vegas
vegas,3.5494,64.2518,236.9009,326.158,67.3211,0.096919,0.092225,29,streaming,0.94,ns2,vegas
vegas,5.3268,50.4802,199.99,220.8969,69.4087,0.09539,0.087908,31,streaming,0.34,ns2,vegas
vegas,3.616,54.6416,262.9601,275.9761,93.1101,0.089538,0.091309,19,sort,0.67,ns2,vegas
vegas,5.2357,44.0743,246.5883,203.5438,83.6903,0.104639,0.077052,9,io,0.18,ns2,vegas
vegas,3.4559,62.3426,274.508,271.4518,79.1269,0.098416,0.103471,38,streaming,0.97,ns2,vegas
vegas,4.7258,48.8554,243.6559,221.1738,79.6094,0.12123,0.064575,28,io,0.56,ns2,vegas
vegas,5.0567,50.9524,263.8915,216.9923,73.1237,0.075024,0.066466,41,io,0.45,ns2,vegas
vegas,4.1144,46.5856,220.5215,216.0556,78.3601,0.086466,0.079282,38,streaming,0.68,ns2,vegas
vegas,3.7827,52.5683,231.3134,223.1184,76.5312,0.091702,0.068902,33,io,0.51,ns2,vegas
vegas,3.8581,47.0831,268.2377,210.8934,70.5946,0.07342,0.063077,43,streaming,0.35,ns2,vegas
vegas,3.7348,43.6545,224.0362,215.99,68.4698,0.119411,0.08071,20,io,0.54,ns2,vegas
vegas,4.5021,52.5953,234.249,215.2048,76.4155,0.07126,0.081849,49,streaming,0.16,ns2,vegas
vegas,4.073,43.7781,243.1127,253.7724,73.4138,0.063734,0.058919,49,streaming,0.34,ns2,vegas
vegas,3.9028,61.8481,231.0579,242.7771,67.1612,0.081211,0.099158,14,sort,0.66,ns2,vegas
vegas,3.8196,55.2284,245.4535,259.0937,67.3764,0.120537,0.105513,43,sort,0.97,ns2,vegas
vegas,4.6415,50.0319,215.9439,208.1586,88.6058,0.096853,0.096391,19,io,0.42,ns2,vegas
vegas,4.7034,57.7682,212.7041,281.1087,74.7786,0.096843,0.070935,39,streaming,0.57,ns2,vegas
vegas,4.2235,48.128,258.2152,218.6578,74.7231,0.091489,0.079539,43,io,0.33,ns2,vegas
vegas,4.6369,56.3767,203.801,294.4303,89.6742,0.10576,0.060619,36,io,0.54,ns2,vegas
vegas,5.3769,53.5623,205.4115,240.0375,70.7203,0.107938,0.073485,22,sort,0.13,ns2,vegas
vegas,4.0014,66.0386,319.5444,314.7454,70.1798,0.132776,0.077506,26,sort,0.89,ns2,vegas
vegas,5.1812,46.6222,213.0214,251.4511,85.2555,0.112793,0.05816,34,io,0.45,ns2,vegas
vegas,3.9336,62.1652,251.3103,273.4884,78.5166,0.077854,0.100898,44,io,0.61,ns2,vegas
vegas,3.9684,48.9814,277.731,211.0443,66.3457,0.085456,0.082986,8,streaming,0.6,ns2,vegas
vegas,4.2372,55.1021,202.02,228.6798,75.1947,0.083977,0.093858,47,streaming,0.54,ns2,vegas
vegas,3.385,49.8518,254.0961,332.8453,70.8028,0.114099,0.064993,19,sort,0.96,ns2,vegas
vegas,4.5,48.7055,207.5006,212.6154,91.0446,0.104794,0.084941,43,io,0.13,ns2,vegas
vegas,4.4572,56.3417,260.3228,208.165,87.1389,0.07816,0.069867,17,sort,0.38,ns2,vegas
vegas,4.243,57.078,230.6136,211.3118,87.5608,0.110027,0.055558,38,streaming,0.37,ns2,vegas
vegas,4.4044,54.9104,230.896,235.1492,78.5233,0.121794,0.074536,40,io,0.5,ns2,vegas
vegas,4.2288,39.7088,247.2137,242.5732,81.7786,0.078077,0.072513,41,io,0.12,ns2,vegas
vegas,4.2996,55.2798,262.3523,227.9084,88.2783,0.130512,0.083202,8,streaming,0.89,ns2,vegas
vegas,5.4433,49.0479,206.8231,191.8345,73.4882,0.085269,0.062,8,io,0.18,ns2,vegas
vegas,5.12,51.0502,186.4471,202.5267,69.2985,0.099649,0.069473,19,sort,0.21,ns2,vegas
vegas,4.4133,53.6669,254.7044,327.7802,65.3585,0.106151,0.095349,12,sort,0.91,ns2,vegas
vegas,5.081,39.9212,186.8334,199.1374,78.7291,0.102756,0.066215,8,streaming,0.16,ns2,vegas
vegas,3.762,68.2191,306.452,314.6596,80.8171,0.128475,0.095525,47,io,0.93,ns2,vegas
vegas,3.6625,44.6595,222.1574,282.9907,72.0605,0.100654,0.08955,17,io,0.66,ns2,vegas
vegas,4.0287,44.4628,253.4134,238.4506,73.0476,0.08965,0.090847,34,io,0.53,ns2,vegas
vegas,3.8645,47.1803,208.8327,236.8675,81.7848,0.068308,0.082696,47,io,0.48,ns2,vegas
vegas,4.8136,51.1283,221.9386,295.8955,78.2886,0.070522,0.063576,37,streaming,0.66,ns2,vegas
vegas,3.5468,65.4813,272.8297,277.0184,70.1668,0.083808,0.09271,41,sort,0.87,ns2,vegas
vegas,5.1041,43.5981,261.0977,255.249,91.5973,0.068765,0.089364,35,sort,0.41,ns2,vegas
vegas,4.6497,44.7354,256.9342,244.3212,84.0271,0.080137,0.083826,42,io,0.44,ns2,vegas
